id,code,name,user_type_id/id,chart_template_id/id,reconcile
"l10n_rcsfd_454134","4541340","Matériel et mobilier de bureau acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454135","4541350","Matériel de transport acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454136","4541360","Immobilisations animales et agricoles acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454137","4541370","Agencements et aménagements du matériel acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454138","4541380","Autres matériels acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_45481","4548100","account.data_account_type_depreciations des terrain sacquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454811","4548110","account.data_account_type_depreciations des terrains agricoles et forestiers acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454814","4548140","account.data_account_type_depreciations des travaux de mise en valeur des terrains acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454815","4548150","account.data_account_type_depreciations des terrains de gisement acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_45482","4548200","account.data_account_type_depreciations des bâtiments, installations techniques et agencements acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454821","4548210","account.data_account_type_depreciations des bâtiments industriels, agricoles, administratifs et commerciaux acquises par réalisation de garantie sur sol propre ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454822","4548220","account.data_account_type_depreciations des bâtiments industriels, agricoles, administratifs et commerciaux acquises par réalisation de garantie sur sol d’autrui ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454823","4548230","account.data_account_type_depreciations des ouvrages d’infrastructure acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454824","4548240","account.data_account_type_depreciations des installations techniques acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454825","4548250","account.data_account_type_depreciations des aménagements de bureaux acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454826","4548260","account.data_account_type_depreciations des bâtiments industriels, agricoles et commerciaux mis en concession acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454827","4548270","account.data_account_type_depreciations des autres installations et agencements acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454831","4548310","account.data_account_type_depreciations du matériel et outillage industriel et commercial acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454832","4548320","account.data_account_type_depreciations du matériel et outillage agricole acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454833","4548330","account.data_account_type_depreciations du matériel d’emballage récupérable et identifiable acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454834","4548340","account.data_account_type_depreciations du matériel et mobilier de bureau acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454835","4548350","account.data_account_type_depreciations du matériel de transport acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454836","4548360","account.data_account_type_depreciations des immobilisations animales et agricoles acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454837","4548370","account.data_account_type_depreciations des agencements et aménagements du matériel acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454838","4548380","account.data_account_type_depreciations des autres matériels acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_45491","4549100","Provisions des terrains acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454911","4549110","Provisions des terrains agricoles et forestiers acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454912","4549120","Provisions des terrains nus acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454913","4549130","Provisions des terrains bâtis acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454914","4549140","Provisions des travaux de mise en valeur des terrains acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454915","4549150","Provisions des terrains de gisement acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454916","4549160","Provisions des terrains aménagés acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454917","4549170","Provisions des terrains mis en concession acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454918","4549180","Provisions des autres terrains acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_45492","4549200","Provisions des bâtiments, installations techniques et agencements acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454921","4549210","Provisions des bâtiments industriels, agricoles, administratifs et commerciaux acquises par réalisation de garantie sur sol propre ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454922","4549220","Provisions des bâtiments industriels, agricoles, administratifs et commerciaux acquises par réalisation de garantie sur sol d’autrui ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454923","4549230","Provisions des ouvrages d’infrastructure acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454924","4549240","Provisions des installations techniques acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454925","4549250","Provisions des aménagements de bureaux acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454926","4549260","Provisions des bâtiments industriels, agricoles et commerciaux mis en concession acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454927","4549270","Provisions des autres installations et agencements acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454931","4549310","Provisions du matériel et outillage industriel et commercial acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454932","4549320","Provisions du matériel et outillage agricole acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454933","4549330","Provisions du matériel d’emballage récupérable et identifiable acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454934","4549340","Provisions du matériel et mobilier de bureau acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454935","4549350","Provisions du matériel de transport acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454936","4549360","Provisions des immobilisations animales et agricoles acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454937","4549370","Provisions des agencements et aménagements du matériel acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_454938","4549380","Provisions des autres matériels acquises par réalisation de garantie ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_4611","4611000","Immobilisations en cours/ Crédit bail ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_4612","4612000","Crédit bail mobilier ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_4613","4613000","Crédit bail immobilier ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_4614","4614000","Crédit bail sur actifs incorporels ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_4621","4621000","location avec option d'achat /Immobilisations en cours ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_4622","4622000","Location avec option d'achat mobilier ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_491611","4916110","Créances en souffrance de 0 à 3 mois au plus sur opérations de crédit bail ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_491612","4916120","Créances en souffrance de plus de 3 mois à 6 mois au plus sur opérations de crédit bail ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_491621","4916210","Créances en souffrance de 0 à 3 mois au plus sur opérations de location avec option d'achat ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_491622","4916220","Créances en souffrance de plus de 3 mois à 6 mois au plus sur opérations de location avec option d'achat ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_491711","4917110","Créances en souffrance de 0 à 3 mois au plus sur opérations de location vente ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_491712","4917120","Créances en souffrance de plus de 3 mois à 6 mois au plus sur opérations de location vente ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_49261","4926100","Créances en souffrance de plus de 6 mois à 12 mois au plus sur opérations de crédit bail ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_49262","4926200","Créances en souffrance de plus de 6 mois à 12 mois au plus sur opérations de location avec option d'achat ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_4927","4927000","Créances en souffrance de plus de 6 mois à 12 mois au plus sur opérations de location vente ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_49361","4936100","Créances en souffrance de plus de 12 mois à 24 mois au plus sur opérations de crédit bail ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_49362","4936200","Créances en souffrance de plus de 12 mois à 24 mois au plus sur opérations de location avec option d'achat ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_4937","4937000","Créances en souffrance de plus de 12 mois à 24 mois au plus sur opérations de location vente ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_49961","4996100","Provisions sur créances en souffrance de 6 mois au plus ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_499611","4996110","Provisions sur créances en souffrance de 0 à 3 mois au plus ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_499612","4996120","Provisions sur créances en souffrance de plus de 3 mois à 6 mois au plus ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_49962","4996200","Provisions sur créances en souffrance de plus de 6 mois à 12 mois au plus ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_49963","4996300","Provisions sur créances en souffrance de plus de 12 mois à 24 mois au plus ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_49971","4997100","Provisions sur créances en souffrance de 6 mois au plus ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_499711","4997110","Provisions sur créances en souffrance de 0 à 3 mois au plus ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_499712","4997120","Provisions sur créances en souffrance de plus de 3 mois à 6 mois au plus ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_49972","4997200","Provisions sur créances en souffrance de plus de 6 mois à 12 mois au plus ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_49973","4997300","Provisions sur créances en souffrance de plus de 12 mois à 24 mois au plus ","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_50111","5011100","Subventions d'investissement reçues de l’Etat ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_50112","5011200","Subventions d'investissement reçues d’Organismes internationaux ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_50113","5011300","Autres subventions d'investissement ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_5012","5012000","Subventions d'investissement virées au compte de résultat ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_5021","5021000","Fonds de garantie ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_5022","5022000","Fonds d'assurance ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_5023","5023000","Fonds de bonification ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_5024","5024000","Fonds de sécurité ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_5029","5029000","Autres fonds affectés ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_53212","5321200","Emprunts émis subordonnés à terme ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_53214","5321400","EMPRUNT SUBORDONNE A TERME","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_5322","5322000","Emprunts et titres émis subordonnés à durée indéterminée ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_53222","5322200","Emprunts émis subordonnés à durée indéterminée ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_53224","5322400","Titres émis subordonnés à durée indéterminée ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_5521","5521000","RESERVE GENERALE","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_5522","5522000","Réserves facultatives ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_5523","5523000","Autres réserves ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_55231","5523100","Réserves statutaires ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_55232","5523200","Autres réserves ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_5711","5711000","Capital souscrit appelé ","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_57111","5711100","CAPITAL SOUSCRIT APPELE VERSE","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_57112","5711200","CAPITAL SOUSCRIT APPELE NON VERSE","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_5712","5712000","CAPITAL SOUSCRIT NON APPELE","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_5731","5731000","ACTIONNAIR CAPITAL SOUSCRIT NON APP","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_5732","5732000","ACT CAPIT SOUSCRIT APPELE NON VERSE","account.data_account_type_equity","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd.1_l10n_rcsfd_chart_template_liquidity_transfer","5880010","Transfert de liquidités","account.data_account_type_current_assets","l10n_rcsfd.l10n_rcsfd_chart_template","True"
"l10n_rcsfd_5931","5950000","Exédent ou déficit d'exploitation","account.data_unaffected_earnings","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60111","6011100","Intérêts sur comptes ordinaires chez l’organe financier ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60112","6011200","Intérêts sur comptes ordinaires chez la Caisse Centrale ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60113","6011300","Intérêts sur comptes ordinaires chez les CCP ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60114","6011400","INTERET/COMPTE ORDINAIRE CHEZ BQUE","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60115","6011500","Intérêts sur comptes ordinaires chez les établissements financiers ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60116","6011600","Intérêts sur comptes ordinaires chez les SFD ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60117","6011700","Intérêts sur comptes ordinaires chez les autres institutions financières ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60151","6015100","Intérêts sur comptes ordinaires de l’organe financier ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60152","6015200","Intérêts sur comptes ordinaires du Trésor Public ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60153","6015300","Intérêts sur comptes ordinaires des CCP ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60154","6015400","Intérêts sur comptes ordinaires des banques et correspondants ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60155","6015500","Intérêts sur comptes ordinaires des établissements financiers ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60156","6015600","Intérêts sur comptes ordinaires des SFD ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60157","6015700","Intérêts sur comptes ordinaires d’autres institutions financières ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60161","6016100","Intérêts sur dépôts à terme reçus ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60162","6016200","Intérêts sur dépôts de garantie reçus ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60165","6016500","Intérêts sur autres dépôts reçus ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60175","6017500","INTERETS SUR EMPRUNTS A -D'1 AN","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60178","6017800","INTERETS SUR EMPRUNT A + D'1 AN","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60189","6018900","PENALITES SUR EMPRUNTS","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60191","6019100","COMS DIVERSES DUES AUX BQ & CORRESP","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60193","6019300","COMMISSIONS SUR EMPRUNT","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_602511","6025110","Intérêts sur comptes ordinaires créditeurs ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_602512","6025120","INTERETS/COMPTE SUKALIKU","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60252","6025200","Intérêts sur dépôts à terme reçus ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60253","6025300","Intérêts sur comptes d’épargne à régime spécial ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60254","6025400","Intérêts sur dépôts de garantie reçus ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60255","6025500","Intérêts sur autres dépôts reçus ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_6027","6027000","Intérêts sur emprunts et autres sommes dues aux membres, bénéficiaires ou clients ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_6028","6028000","Autres intérêts ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60291","6029100","Cotisations ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60293","6029300","Autres commissions ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_6031","6031000","Charges et pertes sur titres de placement ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_6038","6038000","FEES CORRESPONDANTS","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_6039","6039000","Commissions sur opération sur tites et oérations diverses ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60411","6041100","Frais d'acquisition ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60412","6041200","Etalement de la prime ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_60461","6046100","Charges sur crédit bail ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604611","6046110","Dotations aux amortissements/ crédit bail ","account.data_account_type_depreciation","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604612","6046120","Dotations aux provisions/ crédit bail ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604613","6046130","Moins values de cession/ crédit bail ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604619","6046190","Autres charges ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604621","6046210","Dotations aux amortissements / sur location avec option d'achat ","account.data_account_type_depreciation","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604622","6046220","Dotations aux provisions /  sur location avec option d'achat ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604623","6046230","Moins values de cession / sur location avec option d'achat ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604629","6046290","Autres charges/ sur location avec option d'achat ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604631","6046310","Dotations aux amortissements Sur opérations de location simple ","account.data_account_type_depreciation","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604632","6046320","Dotations aux provision  sur opérations de location simple ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604633","6046330","Moins values de cession Sur opérations de location simple ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604639","6046390","Autres charges Sur opérations de location simple ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604641","6046410","Dotations aux amortissements sur immobilisations non louées ","account.data_account_type_depreciation","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604642","6046420","Dotations aux provisions sur immobilisations non louées ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604643","6046430","Moins values de cession sur immobilisations non louées ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604649","6046490","Autres charges sur immobilisations non louées ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604712","6047120","Dotations aux provisions sur  immobilisations en cours /location-vente ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604713","6047130","Moins values de cession sur  immobilisations en cours  /location-vente ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604719","6047190","Autres charges sur  immobilisations en cours / location-vente ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604721","6047210","Dotations aux amortissements sur location vente ","account.data_account_type_depreciation","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604722","6047220","Dotations aux provisions sur location vente ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604723","6047230","Moins values de cession sur location vente ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
"l10n_rcsfd_604729","6047290","Autres charges sur location vente ","account.data_account_type_expenses","l10n_rcsfd.l10n_rcsfd_chart_template","False"
